Accession_number,sampling_date,collected_by,total_num_reads,num_reads_aligned_PF,avg_coverage_X,genomic_coordinates_0X_nt,genomic_coordinates_<10X_nt,genomic_coordinates_0X_pct,genomic_coordinates_<10X_pct,avg_read_quality,avg_read_quality_PF,avg_read_length,avg_read_length_PF,k2_hits_SC2,k2_hits_human,k2_hits_28384,k2_pct_SC2,k2_pct_human,k2_pct_28384,QC_determination,QC_issues
SRR17724329,2021-10-21,Nevada State Public Health Laboratory,28120244,2667097,11327X,7634,8226,25,27,36.0,36.1,127,127,1745074,53350,422,12.41,0.38,0.00,not_performed,None
SRR17724330,2021-10-20,Nevada State Public Health Laboratory,31628098,1664593,7069X,4123,4972,13,16,35.8,35.9,127,127,1097247,42769,3052,6.94,0.27,0.02,not_performed,None
SRR17724331,2021-10-20,Nevada State Public Health Laboratory,20403134,2196989,9330X,8173,8821,27,29,35.9,36.0,127,127,1447434,60458,126,14.19,0.59,0.00,not_performed,None
SRR17724332,2021-10-19,Nevada State Public Health Laboratory,26740420,2690452,11426X,8736,9557,29,31,35.9,36.0,127,127,1786774,66335,95,13.36,0.50,0.00,not_performed,None
SRR17724333,2021-10-18,Nevada State Public Health Laboratory,24666132,1385407,5930X,4136,4699,13,15,35.5,35.7,128,128,919122,51941,13,7.45,0.42,0.00,not_performed,None
SRR17724334,2021-10-17,Nevada State Public Health Laboratory,23503508,828039,3572X,2681,3744,8,12,35.7,35.8,129,129,538899,31554,2,4.59,0.27,0.00,not_performed,None
SRR17724335,2021-10-16,Nevada State Public Health Laboratory,27111224,2113694,9047X,6177,6804,20,22,36.0,36.1,128,128,1386487,66189,3463,10.23,0.49,0.03,not_performed,None
SRR17724336,2021-10-15,Nevada State Public Health Laboratory,16969792,1408661,5982X,9041,9710,30,32,36.0,36.1,127,127,926088,40553,3694,10.91,0.48,0.04,not_performed,None
SRR17724337,2021-10-14,Nevada State Public Health Laboratory,24359922,1807843,7678X,8453,9387,28,31,35.9,36.1,127,127,1195536,63586,642,9.82,0.52,0.01,not_performed,None
SRR17724338,2021-09-17,Nevada State Public Health Laboratory,657686,102137,252X,9512,10858,31,36,35.9,36.1,74,74,55950,1087,0,17.01,0.33,0.00,not_performed,None
SRR17724339,2021-10-13,Nevada State Public Health Laboratory,22488838,4319087,18343X,7177,7701,24,25,35.9,36.1,127,127,2862929,96430,2680,25.46,0.86,0.02,not_performed,None
SRR17724340,2021-10-12,Nevada State Public Health Laboratory,22508886,2364432,10041X,9160,9703,30,32,35.9,36.0,127,127,1562328,111508,159,13.88,0.99,0.00,not_performed,None
SRR17724341,2021-10-11,Nevada State Public Health Laboratory,45043484,2917212,12389X,2704,3205,9,10,35.9,36.0,127,127,1931418,105349,919,8.58,0.47,0.00,not_performed,None
SRR17724342,2021-10-10,Nevada State Public Health Laboratory,28550754,1727545,7336X,5615,6189,18,20,35.9,36.1,127,127,1140050,85585,80,7.99,0.60,0.00,not_performed,None
SRR17724343,2021-10-09,Nevada State Public Health Laboratory,28550754,1727545,7336X,5615,6189,18,20,35.9,36.1,127,127,1140050,85585,80,7.99,0.60,0.00,not_performed,None
SRR17724344,2021-10-08,Nevada State Public Health Laboratory,22215044,2579378,10954X,7754,8191,25,27,35.9,36.1,127,127,1706899,63875,12,15.37,0.58,0.00,not_performed,None
SRR17724345,2021-10-07,Nevada State Public Health Laboratory,26014110,2165757,9270X,5616,6717,18,22,35.7,35.9,128,128,1431521,79126,12201,11.01,0.61,0.09,not_performed,None
SRR17724346,2021-10-06,Nevada State Public Health Laboratory,25882926,2031427,8695X,3769,4630,12,15,35.9,36.1,128,128,1329970,52382,14,10.28,0.40,0.00,not_performed,None
SRR17724347,2021-10-05,Nevada State Public Health Laboratory,24523252,2719465,11640X,5354,6260,17,20,35.8,36.0,128,128,1771308,48412,43,14.45,0.39,0.00,not_performed,None
SRR17724348,2021-10-04,Nevada State Public Health Laboratory,25145414,2161553,9252X,5828,6317,19,21,35.8,35.9,128,128,1419876,57308,73,11.29,0.46,0.00,not_performed,None
SRR17724349,2021-09-16,Nevada State Public Health Laboratory,601848,100702,249X,16301,17016,54,56,35.9,36.0,74,74,54608,1221,0,18.15,0.41,0.00,not_performed,None
SRR17724350,2021-10-03,Nevada State Public Health Laboratory,25363982,2493430,10589X,4398,5163,14,17,35.9,36.1,128,127,1638518,85770,1161,12.92,0.68,0.01,not_performed,None
SRR17724351,2021-10-02,Nevada State Public Health Laboratory,23308330,1377986,5898X,4045,5080,13,16,35.8,35.9,128,128,898149,31091,13,7.71,0.27,0.00,not_performed,None
SRR17724352,2021-10-01,Nevada State Public Health Laboratory,20226454,2439221,10277X,9217,9898,30,33,35.9,36.0,127,126,1638190,96547,7,16.20,0.95,0.00,not_performed,None
SRR17724353,2021-09-30,Nevada State Public Health Laboratory,27623134,765600,3251X,2951,3796,9,12,35.9,36.1,128,127,502331,16076,58,3.64,0.12,0.00,not_performed,None
SRR17724354,2021-09-29,Nevada State Public Health Laboratory,786990,19950,49X,7129,16459,23,55,35.9,36.1,74,74,11270,3931,0,2.86,1.00,0.00,not_performed,None
SRR17724355,2021-09-28,Nevada State Public Health Laboratory,657500,57310,141X,13558,14169,45,47,35.9,36.1,74,74,31788,1241,0,9.67,0.38,0.00,not_performed,None
SRR17724356,2021-09-27,Nevada State Public Health Laboratory,589306,22602,55X,11195,17263,37,57,35.8,36.0,74,74,12828,1641,0,4.35,0.56,0.00,not_performed,None
SRR17724357,2021-09-26,Nevada State Public Health Laboratory,713522,123702,306X,10284,12412,34,41,35.9,36.1,74,74,68538,3487,1,19.21,0.98,0.00,not_performed,None
SRR17724358,2021-09-25,Nevada State Public Health Laboratory,646496,46569,115X,5899,13599,19,45,36.0,36.1,74,74,26710,3650,2,8.26,1.13,0.00,not_performed,None
SRR17724359,2021-11-28,Nevada State Public Health Laboratory,20494124,3255897,13828X,9720,10293,32,34,35.9,36.1,127,127,2144851,103168,78,20.93,1.01,0.00,not_performed,None
SRR17724360,2021-11-27,Nevada State Public Health Laboratory,21594264,2090718,8879X,10499,11340,35,37,35.9,36.0,127,127,1383983,116948,150,12.82,1.08,0.00,not_performed,None
SRR17724361,2021-11-26,Nevada State Public Health Laboratory,20586916,2660008,11297X,8776,9473,29,31,35.9,36.1,127,127,1747228,70734,99,16.97,0.69,0.00,not_performed,None
SRR17724362,2021-11-25,Nevada State Public Health Laboratory,22680382,1936555,8224X,12718,13519,42,45,35.9,36.0,127,127,1284770,83858,64,11.33,0.74,0.00,not_performed,None
SRR17724363,2021-11-24,Nevada State Public Health Laboratory,20481394,2071669,8798X,11281,11863,37,39,35.9,36.1,127,127,1371888,97280,128,13.40,0.95,0.00,not_performed,None
SRR17724364,2021-11-23,Nevada State Public Health Laboratory,23380386,1760848,7478X,13925,14496,46,48,35.8,36.0,127,127,1162441,40413,989,9.94,0.35,0.01,not_performed,None
SRR17724365,2021-11-22,Nevada State Public Health Laboratory,22715330,2323051,9866X,11252,12188,37,40,35.9,36.1,127,127,1514480,62134,5711,13.33,0.55,0.05,not_performed,None
SRR17724366,2021-09-21,Nevada State Public Health Laboratory,409952,7619,18X,9874,22045,33,73,35.8,36.0,74,74,4340,3451,1,2.12,1.68,0.00,not_performed,None
SRR17724367,2021-11-21,Nevada State Public Health Laboratory,29625336,2209420,9383X,8964,10021,29,33,35.9,36.1,127,127,1461485,102356,123,9.87,0.69,0.00,not_performed,None
SRR17724368,2021-11-20,Nevada State Public Health Laboratory,19481252,1459397,6246X,7187,8245,24,27,35.6,35.8,128,128,951909,52602,99,9.77,0.54,0.00,not_performed,None
SRR17724369,2021-11-19,Nevada State Public Health Laboratory,20505228,1559551,6675X,8233,9488,27,31,35.9,36.0,128,128,1023925,45722,11,9.99,0.45,0.00,not_performed,None
SRR17724370,2021-11-18,Nevada State Public Health Laboratory,20728370,1979660,8473X,3317,4254,11,14,35.9,36.1,128,128,1298156,51542,124,12.53,0.50,0.00,not_performed,None
SRR17724371,2021-11-17,Nevada State Public Health Laboratory,26065850,3263658,13860X,10439,11231,34,37,35.9,36.0,127,127,2162090,108962,1123,16.59,0.84,0.01,not_performed,None
SRR17724372,2021-11-16,Nevada State Public Health Laboratory,21380520,1967900,8357X,11682,12175,39,40,35.9,36.1,127,127,1302724,90807,235,12.19,0.85,0.00,not_performed,None
SRR17724373,2021-11-15,Nevada State Public Health Laboratory,20470638,1748157,7424X,11201,12033,37,40,35.9,36.1,127,127,1161527,58067,8199,11.35,0.57,0.08,not_performed,None
SRR17724374,2021-11-14,Nevada State Public Health Laboratory,23434058,3516939,14936X,7736,8402,25,28,35.9,36.1,127,127,2332652,95874,169,19.91,0.82,0.00,not_performed,None
SRR17724375,2021-11-13,Nevada State Public Health Laboratory,20560104,1836387,7799X,11767,12909,39,43,35.9,36.1,127,127,1212854,86507,651,11.80,0.84,0.01,not_performed,None
SRR17724376,2021-11-12,Nevada State Public Health Laboratory,29140162,3058651,12888X,11810,12763,39,42,35.9,36.0,126,126,2039377,137405,99,14.00,0.94,0.00,not_performed,None
SRR17724377,2021-09-20,Nevada State Public Health Laboratory,802390,52746,130X,18037,19202,60,64,35.9,36.1,74,74,28991,615,0,7.23,0.15,0.00,not_performed,None
SRR17724378,2021-11-11,Nevada State Public Health Laboratory,20277492,1308318,5556X,10330,11337,34,37,35.7,35.9,127,127,863148,72537,13010,8.51,0.72,0.13,not_performed,None
SRR17724379,2021-11-10,Nevada State Public Health Laboratory,25388346,1879920,7984X,10516,11106,35,37,35.6,35.7,127,127,1256447,78677,62,9.90,0.62,0.00,not_performed,None
SRR17724380,2021-11-09,Nevada State Public Health Laboratory,18295048,1991103,8456X,11384,12327,38,41,35.9,36.1,127,127,1315049,65954,53,14.38,0.72,0.00,not_performed,None
SRR17724381,2021-11-08,Nevada State Public Health Laboratory,26325658,2871858,12100X,11255,11978,37,40,35.9,36.1,126,126,1909170,120063,119,14.50,0.91,0.00,not_performed,None
SRR17724382,2021-11-07,Nevada State Public Health Laboratory,26120022,2827457,12008X,7707,8636,25,28,35.9,36.1,127,127,1869798,111367,6637,14.32,0.85,0.05,not_performed,None
SRR17724383,2021-09-24,Nevada State Public Health Laboratory,819992,88994,220X,12313,13621,41,45,35.9,36.1,74,74,49366,1242,0,12.04,0.30,0.00,not_performed,None
SRR17724384,2021-09-15,Nevada State Public Health Laboratory,1091326,518987,1284X,279,930,0,3,35.8,36.0,74,74,284851,430,0,52.20,0.08,0.00,not_performed,None
SRR17724385,2021-09-14,Nevada State Public Health Laboratory,628172,15987,39X,17903,22687,59,75,35.9,36.0,74,74,9191,3615,0,2.93,1.15,0.00,not_performed,None
SRR17737130,2021-12-29,Nevada State Public Health Laboratory,7466800,102776,360X,15815,17895,52,59,36.2,36.3,105,105,57722,10009,1,1.55,0.27,0.00,not_performed,None
SRR17737131,2021-12-28,Nevada State Public Health Laboratory,8009218,158271,555X,14911,18283,49,61,36.2,36.3,105,105,88160,10590,3,2.20,0.26,0.00,not_performed,None
SRR17737132,2021-12-27,Nevada State Public Health Laboratory,13610056,1015603,3498X,7737,9895,25,33,36.2,36.3,103,103,555131,14563,27,8.16,0.21,0.00,not_performed,None
SRR17737133,2021-12-26,Nevada State Public Health Laboratory,4832148,84228,295X,13653,17863,45,59,36.3,36.4,105,105,47497,6267,13,1.97,0.26,0.00,not_performed,None
SRR17737134,2021-12-25,Nevada State Public Health Laboratory,9023544,458481,1579X,15294,18166,51,60,36.0,36.1,103,103,250204,9130,0,5.55,0.20,0.00,not_performed,None
SRR17737135,2021-12-24,Nevada State Public Health Laboratory,6552212,106676,374X,15627,18622,52,62,36.2,36.3,105,105,58413,10925,10,1.78,0.33,0.00,not_performed,None
SRR17737136,2021-12-23,Nevada State Public Health Laboratory,11391098,366371,1261X,14297,17222,47,57,36.2,36.3,103,103,200867,22540,7,3.53,0.40,0.00,not_performed,None
SRR17737137,2022-01-16,Nevada State Public Health Laboratory,622564,65865,162X,10713,14346,35,47,36.0,36.1,74,74,35698,366,0,11.47,0.12,0.00,not_performed,None
SRR17737138,2022-01-15,Nevada State Public Health Laboratory,711548,65110,161X,10542,15989,35,53,35.9,36.0,74,74,35310,313,1,9.92,0.09,0.00,not_performed,None
SRR17737139,2022-01-14,Nevada State Public Health Laboratory,573670,49018,121X,8442,13747,28,45,36.0,36.1,74,74,26404,386,0,9.21,0.13,0.00,not_performed,None
SRR17737140,2022-01-13,Nevada State Public Health Laboratory,645692,71449,176X,3842,9268,12,30,35.9,36.0,74,74,38634,329,0,11.97,0.10,0.00,not_performed,None
SRR17737141,2022-01-12,Nevada State Public Health Laboratory,456704,43738,108X,17689,20349,59,68,35.9,36.0,74,74,23562,605,0,10.32,0.26,0.00,not_performed,None
SRR17737142,2022-01-11,Nevada State Public Health Laboratory,652890,62638,155X,6389,13281,21,44,35.9,36.1,74,74,33920,1239,0,10.39,0.38,0.00,not_performed,None
SRR17737143,2022-01-10,Nevada State Public Health Laboratory,8824788,322329,1077X,8950,11711,29,39,36.1,36.2,100,100,186861,12654,949,4.23,0.29,0.02,not_performed,None
SRR17737144,2022-01-09,Nevada State Public Health Laboratory,14544836,546772,1828X,10451,12584,34,42,36.2,36.3,100,100,317986,15904,42,4.37,0.22,0.00,not_performed,None
SRR17737145,2021-12-22,Nevada State Public Health Laboratory,6914680,93267,327X,17350,19708,58,65,36.2,36.3,105,105,51263,10526,4,1.48,0.30,0.00,not_performed,None
SRR17737146,2022-01-08,Nevada State Public Health Laboratory,13143258,436527,1459X,6972,9457,23,31,36.2,36.3,100,100,251880,12787,1446,3.83,0.19,0.02,not_performed,None
SRR17737147,2022-01-07,Nevada State Public Health Laboratory,14108652,378428,1265X,7888,10439,26,34,36.2,36.3,100,100,219888,13348,55,3.12,0.19,0.00,not_performed,None
SRR17737148,2022-01-06,Nevada State Public Health Laboratory,7423850,234759,792X,6884,10168,23,34,36.1,36.2,100,101,135395,9058,1149,3.65,0.24,0.03,not_performed,None
SRR17737149,2022-01-05,Nevada State Public Health Laboratory,12158502,277223,927X,7030,8737,23,29,36.3,36.4,100,100,162201,16629,5,2.67,0.27,0.00,not_performed,None
SRR17737150,2022-01-04,Nevada State Public Health Laboratory,11958732,477960,1598X,5442,7233,18,24,36.2,36.4,100,100,276444,12122,1,4.62,0.20,0.00,not_performed,None
SRR17737151,2022-01-03,Nevada State Public Health Laboratory,690882,29527,73X,11481,17471,38,58,35.9,36.1,74,74,16024,371,0,4.64,0.11,0.00,not_performed,None
SRR17737152,2022-01-02,Nevada State Public Health Laboratory,12043902,1194252,4113X,11452,13863,38,46,36.2,36.3,103,103,650484,20480,236,10.80,0.34,0.00,not_performed,None
SRR17737153,2022-01-01,Nevada State Public Health Laboratory,9899204,663783,2286X,13960,15588,46,52,36.2,36.3,103,103,361726,11893,47,7.31,0.24,0.00,not_performed,None
SRR17737154,2021-12-31,Nevada State Public Health Laboratory,6888194,165106,585X,13879,17843,46,59,36.2,36.3,106,106,88522,5812,16,2.57,0.17,0.00,not_performed,None
SRR17737155,2021-12-30,Nevada State Public Health Laboratory,6244726,117727,413X,15204,18606,50,62,36.0,36.1,105,105,65107,6766,12,2.09,0.22,0.00,not_performed,None
SRR17737156,2021-12-21,Nevada State Public Health Laboratory,5959602,100326,352X,16495,19470,55,65,36.1,36.2,105,105,55046,9098,1931,1.85,0.31,0.06,not_performed,None
SRR17737157,2021-12-20,Nevada State Public Health Laboratory,7797056,156235,548X,12784,15906,42,53,36.2,36.3,105,105,87394,8746,5,2.24,0.22,0.00,not_performed,None
SRR17749035,2022-01-12,FDA Center for Food Safety and Applied Nutrition,2657192,1620095,15657X,347,467,1,1,34.7,35.2,289,289,871407,2990,802,65.59,0.23,0.06,not_performed,None
SRR17763858,2022-01-12,FDA Center for Food Safety and Applied Nutrition,4778656,3040805,28879X,256,424,0,1,35.0,35.4,285,284,1632198,2385,4064,68.31,0.10,0.17,not_performed,None
SRR17770248,2022-01-18,FDA Center for Food Safety and Applied Nutrition,11961046,10390757,51427X,49,81,0,0,36.3,36.6,148,148,5408924,363,8,90.44,0.01,0.00,not_performed,None
SRR17771315,2022-01-11,FDA Center for Food Safety and Applied Nutrition,7171032,2389926,23417X,237,376,0,1,34.7,35.2,293,293,1351141,10204,13104,37.68,0.28,0.37,not_performed,None
SRR17771316,2022-01-11,FDA Center for Food Safety and Applied Nutrition,6829538,3588529,34921X,277,645,0,2,34.9,35.3,291,291,1948622,12486,3739,57.06,0.37,0.11,not_performed,None
SRR17771317,2022-01-11,FDA Center for Food Safety and Applied Nutrition,5508174,3731123,36683X,352,593,1,1,35.0,35.4,295,294,1994286,3707,3561,72.41,0.13,0.13,not_performed,None
SRR17771318,2022-01-11,FDA Center for Food Safety and Applied Nutrition,5446532,3656494,35949X,655,838,2,2,34.7,35.2,294,294,1991246,2792,7982,73.12,0.10,0.29,not_performed,None
SRR17771792,2022-01-11,FDA Center for Food Safety and Applied Nutrition,819007,636233,24170X,98,111,0,0,88.4,88.4,1136,1136,635875,759,24,77.64,0.09,0.00,not_performed,None
SRR17771793,2022-01-11,FDA Center for Food Safety and Applied Nutrition,373770,283540,9463X,98,111,0,0,88.7,88.7,998,998,283318,331,21,75.80,0.09,0.01,not_performed,None
SRR17786017,2022-01-18,FDA Center for Food Safety and Applied Nutrition,9099828,8308097,41119X,62,62,0,0,36.4,36.7,148,148,4313645,132,4,94.81,0.00,0.00,not_performed,None
SRR17786018,2022-01-18,FDA Center for Food Safety and Applied Nutrition,10684390,9618939,47929X,54,66,0,0,36.4,36.7,149,149,4979697,213,11,93.21,0.00,0.00,not_performed,None
SRR17786019,2022-01-18,FDA Center for Food Safety and Applied Nutrition,12121282,11328261,56067X,62,62,0,0,36.5,36.7,148,148,5820689,151,5,96.04,0.00,0.00,not_performed,None
SRR17786781,2022-01-18,WAPHL,373550,346402,1726X,127,150,0,0,37.0,37.5,149,149,185423,59,346,99.28,0.03,0.19,not_performed,None
SRR17786782,2022-01-19,WAPHL,542472,498837,2485X,82,131,0,0,36.8,37.4,149,149,269016,71,616,99.18,0.03,0.23,not_performed,None
SRR17786783,2022-01-18,WAPHL,470134,440641,2195X,67,92,0,0,37.1,37.5,149,149,234056,21,653,99.57,0.01,0.28,not_performed,None
SRR17786784,2022-01-19,WAPHL,651118,446781,2226X,5144,5658,17,18,37.0,37.4,149,149,249849,1786,49397,76.74,0.55,15.17,not_performed,None
SRR17786785,2022-01-19,WAPHL,527664,461229,2298X,84,87,0,0,37.0,37.4,149,149,247289,231,2728,93.73,0.09,1.03,not_performed,None
SRR17786786,2022-01-17,WAPHL,634456,526408,2622X,516,677,1,2,36.8,37.4,149,149,289289,1318,15507,91.19,0.42,4.89,not_performed,None
SRR17786787,2022-01-18,WAPHL,498176,458796,2286X,116,199,0,0,37.0,37.4,149,149,245171,70,3504,98.43,0.03,1.41,not_performed,None
SRR17786788,2022-01-14,WAPHL,545180,473236,2358X,117,150,0,0,37.0,37.5,149,149,252862,195,11288,92.76,0.07,4.14,not_performed,None
SRR17786789,2022-01-20,WAPHL,605362,563735,2808X,85,87,0,0,37.0,37.4,149,149,300643,87,186,99.33,0.03,0.06,not_performed,None
SRR17786790,2022-01-21,WAPHL,710308,616026,3069X,84,91,0,0,36.2,37.2,149,149,349242,110,4443,98.34,0.03,1.25,not_performed,None
SRR17786791,2022-01-21,WAPHL,704000,643269,3205X,87,149,0,0,36.9,37.4,149,149,346530,162,3138,98.45,0.05,0.89,not_performed,None
SRR17786792,2022-01-14,WAPHL,678300,616979,3074X,101,236,0,0,36.8,37.4,149,149,333383,199,2853,98.30,0.06,0.84,not_performed,None
SRR17786793,2022-01-14,WAPHL,850636,756841,3771X,93,157,0,0,37.0,37.4,149,149,404092,394,7993,95.01,0.09,1.88,not_performed,None
SRR17786834,2022-01-11,FDA Center for Food Safety and Applied Nutrition,260917,79904,3404X,1112,2083,3,6,88.6,88.6,1274,1274,79890,1005,25,30.62,0.39,0.01,not_performed,None
SRR17786835,2022-01-11,FDA Center for Food Safety and Applied Nutrition,385737,59367,1207X,4955,9264,16,30,89.7,89.7,608,608,59215,1528,28,15.35,0.40,0.01,not_performed,None
SRR17805971,2021-10-25,FDA Center for Food Safety and Applied Nutrition,43564,43508,213X,70,1479,0,4,38.4,38.4,147,147,43547,0,0,99.96,0.00,0.00,not_performed,None
SRR17805972,2021-10-25,FDA Center for Food Safety and Applied Nutrition,96783,96670,475X,89,579,0,1,38.4,38.4,147,147,96744,0,0,99.96,0.00,0.00,not_performed,None
SRR17805973,2021-09-20,FDA Center for Food Safety and Applied Nutrition,1946,1908,9X,5800,20790,19,69,38.3,38.3,148,148,1918,0,0,98.56,0.00,0.00,not_performed,None
SRR17805974,2021-09-20,FDA Center for Food Safety and Applied Nutrition,7350,7211,35X,4428,11114,14,37,38.4,38.4,147,147,7219,0,0,98.22,0.00,0.00,not_performed,None
SRR17837492,2021-10-25,FDA Center for Food Safety and Applied Nutrition,4141330,1070645,8986X,2174,3268,7,10,35.9,36.4,251,251,1885536,606,23,91.06,0.03,0.00,not_performed,None
SRR17837493,2021-10-25,FDA Center for Food Safety and Applied Nutrition,5062886,1346588,11302X,3931,5089,13,17,36.2,36.5,251,251,2350254,614,3,92.84,0.02,0.00,not_performed,None
SRR17837494,2021-09-20,FDA Center for Food Safety and Applied Nutrition,6498664,1118558,9388X,4132,6517,13,21,35.9,36.3,251,251,2960748,1351,587,91.12,0.04,0.02,not_performed,None
SRR17837495,2021-09-20,FDA Center for Food Safety and Applied Nutrition,6990104,1728881,14511X,5584,8127,18,27,36.1,36.5,251,251,3331503,1332,10,95.32,0.04,0.00,not_performed,None
SRR17839318,2021-10-25,FDA Center for Food Safety and Applied Nutrition,326552,3249,16X,185,10083,0,33,36.3,36.4,151,151,1698,58048,65899,1.04,35.55,40.36,not_performed,None
